,user_id,label
640,835,False
641,836,False
642,838,False
643,839,True
644,840,False
645,841,False
646,842,False
647,843,False
648,844,False
649,845,False
650,847,False
651,848,False
652,849,False
653,852,True
654,853,False
655,854,False
656,855,True
657,857,False
658,858,False
659,860,False
660,863,False
661,864,False
662,866,False
663,867,False
664,868,True
665,870,True
666,871,False
667,872,False
668,874,True
669,877,False
670,879,False
671,880,False
672,881,True
673,883,False
674,884,False
675,885,False
676,886,False
677,887,False
678,889,False
679,890,False
680,891,False
681,892,False
682,893,False
683,894,False
684,895,False
685,896,True
686,897,True
687,898,False
688,900,True
689,901,False
690,903,False
691,904,False
692,906,False
693,907,False
694,908,True
695,910,False
696,911,False
697,913,False
698,914,False
699,915,False
700,916,False
701,917,False
702,919,True
703,921,False
704,922,False
705,923,False
706,924,False
707,926,False
708,928,False
709,930,False
710,932,False
711,933,False
712,934,False
713,935,False
714,936,False
715,937,False
716,938,False
717,939,False
718,945,False
719,946,True
720,947,True
721,948,False
722,949,False
723,950,False
724,951,False
725,953,False
726,954,True
727,956,False
728,957,False
729,958,True
730,959,False
731,960,False
732,961,False
733,962,True
734,963,False
735,964,False
736,965,False
737,966,True
738,967,False
739,968,True
740,969,False
741,970,False
742,971,False
743,972,True
744,973,True
745,974,True
746,975,False
747,978,False
748,979,False
749,980,False
750,982,True
751,983,False
752,984,False
753,985,False
754,986,False
755,987,False
756,990,False
757,991,False
758,992,False
759,993,False
760,994,False
761,995,True
762,996,False
763,997,False
764,998,False
765,999,True
766,1000,False
