,order_id,user_id,order_time
218,947722,20,2015-01-01 10:00:00
219,157550,20,2015-01-04 02:00:00
220,3408319,20,2015-01-10 13:00:00
221,2741696,20,2015-01-18 00:00:00
222,1980631,20,2015-02-17 11:00:00
223,2625565,21,2015-01-01 10:00:00
224,2698037,21,2015-01-08 19:00:00
225,1166994,21,2015-01-16 08:00:00
226,129152,21,2015-01-30 22:00:00
227,62373,21,2015-02-07 12:00:00
228,2984916,21,2015-02-11 18:00:00
229,1716848,21,2015-03-12 03:00:00
257,2300537,22,2015-01-01 07:00:00
258,144358,22,2015-01-31 14:00:00
259,1219654,22,2015-02-05 11:00:00
260,2922708,22,2015-03-07 22:00:00
273,1792521,23,2015-01-01 14:00:00
274,8382,23,2015-01-11 00:00:00
275,1902489,23,2015-01-16 12:00:00
276,1072926,23,2015-02-15 23:00:00
278,611214,24,2015-01-01 20:00:00
279,1869748,24,2015-01-05 12:00:00
280,1511050,24,2015-02-05 09:00:00
281,2877797,24,2015-03-01 19:00:00
297,2610576,25,2015-01-01 14:00:00
298,2994388,25,2015-02-01 10:00:00
299,258751,25,2015-03-04 05:00:00
301,3229714,26,2015-01-01 15:00:00
302,2284750,26,2015-01-12 02:00:00
303,1488077,26,2015-01-19 12:00:00
304,1798774,26,2015-01-26 08:00:00
305,2018734,26,2015-02-03 17:00:00
306,2827207,26,2015-02-15 08:00:00
314,361493,27,2015-01-01 09:00:00
315,1662354,27,2015-01-08 02:00:00
316,965677,27,2015-01-09 10:00:00
317,2842504,27,2015-01-11 23:00:00
318,1007361,27,2015-01-16 14:00:00
319,2792524,27,2015-01-25 23:00:00
320,1771198,27,2015-01-31 13:00:00
321,1460681,27,2015-02-02 04:00:00
322,3317805,27,2015-02-03 17:00:00
323,3149167,27,2015-02-11 08:00:00
324,3141790,27,2015-02-12 19:00:00
325,1380784,27,2015-02-16 06:00:00
326,1659155,27,2015-02-17 23:00:00
327,1406911,27,2015-02-26 08:00:00
328,3247231,27,2015-03-03 22:00:00
329,2705360,27,2015-03-12 14:00:00
396,1138968,28,2015-01-01 14:00:00
397,1589342,28,2015-01-21 03:00:00
398,3331846,28,2015-01-23 19:00:00
399,1782508,28,2015-02-10 11:00:00
400,1432100,28,2015-03-10 02:00:00
421,2064090,29,2015-01-01 11:00:00
422,875452,29,2015-01-12 19:00:00
423,2657652,29,2015-01-27 05:00:00
424,2999889,29,2015-02-07 13:00:00
425,1207762,29,2015-02-17 00:00:00
426,370715,29,2015-02-28 11:00:00
427,1049206,29,2015-03-10 23:00:00
440,375303,30,2015-01-01 13:00:00
441,2156000,30,2015-01-08 23:00:00
442,3169631,30,2015-01-16 21:00:00
443,1645927,30,2015-02-08 10:00:00
444,986094,30,2015-03-10 21:00:00
449,2150649,31,2015-01-01 11:00:00
450,695934,31,2015-01-01 22:00:00
451,638062,31,2015-01-08 10:00:00
452,2135842,31,2015-01-14 23:00:00
453,2623412,31,2015-01-19 15:00:00
454,1183257,31,2015-01-27 07:00:00
455,1341128,31,2015-01-29 20:00:00
456,1120389,31,2015-02-04 07:00:00
457,3352995,31,2015-02-07 19:00:00
458,1593000,31,2015-02-15 03:00:00
459,2582407,31,2015-02-20 10:00:00
460,673583,31,2015-03-02 22:00:00
461,3035956,31,2015-03-09 09:00:00
470,134879,32,2015-01-01 12:00:00
471,1275838,32,2015-02-01 00:00:00
472,1709286,32,2015-02-21 10:00:00
473,72626,32,2015-02-22 19:00:00
476,2906103,33,2015-01-01 14:00:00
477,2612991,33,2015-01-29 06:00:00
478,1537903,33,2015-03-01 01:00:00
480,2383661,34,2015-01-01 15:00:00
481,1569834,34,2015-01-29 22:00:00
482,1916863,34,2015-02-20 12:00:00
483,1951139,34,2015-03-02 23:00:00
486,1269089,35,2015-01-01 21:00:00
487,2562704,35,2015-01-28 13:00:00
488,1136841,35,2015-02-27 22:00:00
496,3285797,36,2015-01-01 17:00:00
497,412111,36,2015-01-10 11:00:00
498,240889,36,2015-02-01 04:00:00
499,1602446,36,2015-02-11 15:00:00
500,2472897,36,2015-02-15 06:00:00
501,1626957,36,2015-03-02 21:00:00
534,327827,37,2015-01-01 10:00:00
535,86313,37,2015-01-05 22:00:00
536,1354506,37,2015-01-13 23:00:00
537,2153671,37,2015-01-22 13:00:00
538,2449761,37,2015-01-31 03:00:00
539,484397,37,2015-02-10 20:00:00
540,2568429,37,2015-02-21 15:00:00
558,2873174,38,2015-01-01 10:00:00
559,1308004,38,2015-01-31 21:00:00
560,1588002,38,2015-02-18 08:00:00
561,1691300,38,2015-03-10 20:00:00
571,2782479,39,2015-01-01 12:00:00
572,971516,39,2015-01-09 03:00:00
573,127769,39,2015-01-15 20:00:00
574,524816,39,2015-01-23 06:00:00
575,859009,39,2015-01-31 01:00:00
576,1493525,39,2015-02-15 13:00:00
579,2570028,40,2015-01-01 09:00:00
580,2309440,40,2015-01-09 19:00:00
581,1469897,40,2015-01-22 06:00:00
582,2621404,40,2015-01-30 18:00:00
583,1132197,40,2015-02-20 03:00:00
584,2640967,40,2015-03-07 12:00:00
589,252244,41,2015-01-01 16:00:00
590,2111787,41,2015-01-26 12:00:00
591,2838655,41,2015-02-26 01:00:00
595,940313,42,2015-01-01 10:00:00
596,1816335,42,2015-01-08 01:00:00
597,19190,42,2015-01-15 20:00:00
598,77399,42,2015-01-23 05:00:00
599,2848715,42,2015-01-31 23:00:00
600,1560102,42,2015-02-14 18:00:00
601,232622,42,2015-02-24 07:00:00
602,378457,42,2015-03-07 17:00:00
612,606677,43,2015-01-01 18:00:00
613,1530871,43,2015-01-26 13:00:00
614,656728,43,2015-02-03 00:00:00
615,634665,43,2015-02-09 18:00:00
616,2412774,43,2015-02-21 11:00:00
617,2580647,43,2015-02-26 03:00:00
618,1630444,43,2015-03-08 15:00:00
624,1359969,44,2015-01-01 07:00:00
625,462713,44,2015-01-31 16:00:00
626,2699868,44,2015-03-03 01:00:00
628,300892,45,2015-01-01 20:00:00
629,784714,45,2015-01-14 15:00:00
630,374526,45,2015-02-02 11:00:00
631,1902833,45,2015-03-04 19:00:00
632,2827745,45,2015-03-08 05:00:00
633,3345812,46,2015-01-01 16:00:00
634,31801,46,2015-01-09 05:00:00
635,3102839,46,2015-01-09 21:00:00
636,2539168,46,2015-01-24 08:00:00
637,2518161,46,2015-02-24 01:00:00
653,2857489,47,2015-01-01 16:00:00
654,1303645,47,2015-01-03 07:00:00
655,2532123,47,2015-01-08 20:00:00
656,2201188,47,2015-01-21 06:00:00
657,1899315,47,2015-02-05 04:00:00
658,2906490,47,2015-02-22 02:00:00
659,1035233,48,2015-01-01 16:00:00
660,3166874,48,2015-01-29 05:00:00
661,2766710,48,2015-02-13 14:00:00
662,501067,48,2015-03-13 02:00:00
670,1216869,49,2015-01-01 09:00:00
671,2406693,49,2015-02-01 04:00:00
672,3283823,49,2015-03-03 18:00:00
679,1363380,50,2015-01-01 09:00:00
680,3131103,50,2015-01-11 21:00:00
681,2197066,50,2015-01-21 10:00:00
682,3201640,50,2015-01-27 21:00:00
683,2756806,50,2015-02-08 11:00:00
684,1905727,50,2015-02-13 21:00:00
685,357849,50,2015-02-22 10:00:00
686,1673791,50,2015-02-26 00:00:00
687,1941871,50,2015-03-03 11:00:00
688,1431607,50,2015-03-08 21:00:00
689,935755,50,2015-03-13 06:00:00
747,1099991,51,2015-01-01 14:00:00
748,1505429,51,2015-01-15 04:00:00
749,2151817,51,2015-02-01 18:00:00
750,2174416,51,2015-02-18 08:00:00
751,2497897,52,2015-01-01 09:00:00
752,1318871,52,2015-01-08 19:00:00
753,1261384,52,2015-01-16 05:00:00
754,2100631,52,2015-01-23 16:00:00
755,580568,52,2015-02-01 02:00:00
756,1680554,52,2015-02-07 15:00:00
757,2428073,52,2015-02-15 22:00:00
758,1551977,52,2015-02-22 08:00:00
759,342306,52,2015-03-01 19:00:00
760,1520353,52,2015-03-10 05:00:00
779,3364570,53,2015-01-01 19:00:00
780,2239092,53,2015-01-19 12:00:00
781,227361,53,2015-02-05 03:00:00
782,3088145,53,2015-02-18 13:00:00
783,79015,54,2015-01-01 19:00:00
784,1546110,54,2015-01-07 17:00:00
785,3337837,54,2015-01-19 11:00:00
786,2548338,54,2015-01-24 06:00:00
787,1514655,54,2015-01-29 22:00:00
788,142873,54,2015-02-08 05:00:00
789,2008078,54,2015-02-13 18:00:00
790,631226,54,2015-02-27 10:00:00
861,2080943,55,2015-01-01 14:00:00
862,2006658,55,2015-01-11 07:00:00
863,3057843,55,2015-02-08 14:00:00
864,3114269,55,2015-02-22 03:00:00
865,2986671,55,2015-03-09 18:00:00
869,2654273,56,2015-01-01 17:00:00
870,807593,56,2015-01-09 01:00:00
871,2511442,56,2015-01-12 19:00:00
872,1909697,56,2015-01-17 06:00:00
873,1507154,56,2015-01-23 15:00:00
874,1271686,56,2015-02-01 09:00:00
875,976101,56,2015-02-09 20:00:00
876,758679,56,2015-02-15 12:00:00
877,1221340,56,2015-02-23 20:00:00
878,1327957,56,2015-03-04 06:00:00
882,1381572,57,2015-01-01 10:00:00
883,1435093,57,2015-01-06 21:00:00
884,1456958,57,2015-01-13 14:00:00
885,48293,57,2015-01-22 21:00:00
886,2047997,57,2015-01-30 12:00:00
887,1623693,57,2015-02-13 09:00:00
888,435581,57,2015-02-25 19:00:00
889,463436,57,2015-03-06 20:00:00
890,1545777,57,2015-03-13 18:00:00
897,913794,58,2015-01-01 14:00:00
898,692224,58,2015-01-05 00:00:00
899,714002,58,2015-01-18 15:00:00
900,1578027,58,2015-01-20 08:00:00
901,164627,58,2015-01-27 15:00:00
902,3097573,58,2015-02-01 09:00:00
903,1089058,58,2015-02-04 18:00:00
904,326173,58,2015-02-14 04:00:00
905,1867561,58,2015-03-01 14:00:00
906,2143792,58,2015-03-09 01:00:00
913,584586,59,2015-01-01 15:00:00
914,1385031,59,2015-01-26 01:00:00
915,2149689,59,2015-02-01 11:00:00
916,3050891,59,2015-02-03 23:00:00
917,2395967,59,2015-02-19 08:00:00
918,1071381,59,2015-03-11 18:00:00
924,2769226,60,2015-01-01 20:00:00
925,1205618,60,2015-01-28 10:00:00
926,291527,60,2015-02-08 23:00:00
927,1783260,60,2015-03-09 10:00:00
933,817409,61,2015-01-01 11:00:00
934,1839867,61,2015-01-31 21:00:00
935,3160844,61,2015-02-15 12:00:00
938,2887267,62,2015-01-01 00:00:00
939,964058,62,2015-01-11 10:00:00
940,2163945,62,2015-02-10 21:00:00
941,3349827,62,2015-02-26 10:00:00
942,1376443,62,2015-03-03 06:00:00
949,2205298,63,2015-01-01 20:00:00
950,2568280,63,2015-01-13 05:00:00
951,1763414,63,2015-01-24 19:00:00
952,3092533,63,2015-02-18 06:00:00
953,414538,63,2015-02-26 16:00:00
954,1538989,63,2015-03-11 06:00:00
989,802141,64,2015-01-01 14:00:00
990,2601258,64,2015-01-13 00:00:00
991,2057180,64,2015-01-15 22:00:00
992,2507322,64,2015-01-28 15:00:00
993,33681,64,2015-02-03 15:00:00
994,629726,64,2015-02-23 11:00:00
995,2302602,64,2015-03-05 07:00:00
1000,1583644,65,2015-01-01 09:00:00
1001,3253911,65,2015-01-08 18:00:00
1002,1422896,65,2015-01-23 04:00:00
1003,3003586,65,2015-01-24 17:00:00
1004,1625976,65,2015-01-29 07:00:00
1005,2133732,65,2015-02-13 22:00:00
1006,1999119,65,2015-02-15 13:00:00
1015,1089019,66,2015-01-01 17:00:00
1016,2143319,66,2015-02-01 05:00:00
1017,4595,66,2015-03-04 02:00:00
1022,3205960,67,2015-01-01 11:00:00
1023,970922,67,2015-01-07 02:00:00
1024,596585,67,2015-01-14 15:00:00
1025,2037087,67,2015-01-23 00:00:00
1026,2474111,67,2015-01-31 14:00:00
1027,1568481,67,2015-02-08 02:00:00
1028,1723781,67,2015-02-14 15:00:00
1029,2048527,67,2015-02-22 02:00:00
1030,2389031,67,2015-03-01 16:00:00
1031,2378562,67,2015-03-08 02:00:00
1047,2333802,68,2015-01-01 10:00:00
1048,35187,68,2015-01-22 22:00:00
1049,1830818,68,2015-02-22 17:00:00
1054,2576966,69,2015-01-01 16:00:00
1055,2624115,69,2015-01-16 04:00:00
1056,539112,69,2015-01-30 22:00:00
1057,2023333,69,2015-02-08 20:00:00
1058,2550244,69,2015-02-22 10:00:00
1059,2817181,69,2015-03-01 21:00:00
1060,2260493,70,2015-01-01 18:00:00
1061,2708482,70,2015-01-13 12:00:00
1062,3087916,70,2015-01-19 07:00:00
1063,3080922,70,2015-02-05 23:00:00
1064,737301,70,2015-03-08 12:00:00
1074,364423,71,2015-01-01 10:00:00
1075,1962560,71,2015-01-09 02:00:00
1076,1841185,71,2015-01-18 14:00:00
1077,3112384,71,2015-01-21 09:00:00
1078,2012622,71,2015-02-09 06:00:00
1079,434668,71,2015-02-21 20:00:00
1080,2861050,71,2015-03-02 05:00:00
1098,2451656,72,2015-01-01 15:00:00
1099,1070540,72,2015-02-01 05:00:00
1100,2661469,72,2015-02-09 18:00:00
1101,389760,72,2015-02-14 07:00:00
1102,2186390,72,2015-02-27 20:00:00
1111,2286453,73,2015-01-01 17:00:00
1112,1463865,73,2015-02-01 13:00:00
1113,2483845,73,2015-02-16 08:00:00
1114,408636,73,2015-03-05 00:00:00
1119,643818,74,2015-01-01 08:00:00
1120,360105,74,2015-01-08 14:00:00
1121,1154777,74,2015-01-18 22:00:00
1122,1386615,74,2015-02-11 05:00:00
1123,3391303,74,2015-03-13 18:00:00
1125,1519861,75,2015-01-01 13:00:00
1126,2071859,75,2015-01-19 03:00:00
1127,2773128,75,2015-01-28 16:00:00
1128,1604099,75,2015-02-13 08:00:00
1129,2003456,75,2015-02-17 22:00:00
1130,207152,75,2015-02-25 11:00:00
1131,2123286,75,2015-03-04 01:00:00
1132,690372,75,2015-03-09 16:00:00
1149,3045366,76,2015-01-01 10:00:00
1150,1522904,76,2015-01-31 21:00:00
1151,1934930,76,2015-02-26 08:00:00
1152,1491175,76,2015-03-11 15:00:00
1153,2102068,76,2015-03-12 02:00:00
1159,2669994,77,2015-01-01 11:00:00
1160,2896422,77,2015-02-01 00:00:00
1161,474349,77,2015-02-28 15:00:00
1172,609104,78,2015-01-01 19:00:00
1173,843529,78,2015-01-07 05:00:00
1174,85768,78,2015-01-15 13:00:00
1175,3001769,78,2015-01-24 20:00:00
1176,91957,78,2015-02-24 10:00:00
1179,1913204,79,2015-01-01 12:00:00
1180,3189274,79,2015-01-09 02:00:00
1181,2667939,79,2015-01-17 19:00:00
1182,2246974,79,2015-01-31 11:00:00
1183,1390523,79,2015-02-21 13:00:00
1187,1331103,80,2015-01-01 06:00:00
1188,2122341,80,2015-01-22 22:00:00
1189,2875845,80,2015-02-04 14:00:00
1190,338550,80,2015-02-13 00:00:00
1191,3348165,80,2015-02-18 15:00:00
1192,1141480,80,2015-02-27 04:00:00
1193,3276030,80,2015-03-11 16:00:00
1200,3097714,81,2015-01-01 15:00:00
1201,1310932,81,2015-01-08 03:00:00
1202,2759128,81,2015-01-22 12:00:00
1203,2027712,81,2015-02-22 07:00:00
1208,1889835,82,2015-01-01 15:00:00
1209,762760,82,2015-01-20 02:00:00
1210,499460,82,2015-01-25 12:00:00
1211,2728456,82,2015-02-10 23:00:00
1212,80629,82,2015-02-23 15:00:00
1213,2653743,82,2015-03-09 00:00:00
1228,3357168,83,2015-01-01 15:00:00
1229,251784,83,2015-01-10 05:00:00
1230,3211781,83,2015-02-09 19:00:00
1231,1469604,83,2015-03-02 13:00:00
1235,721266,84,2015-01-01 09:00:00
1236,2951016,84,2015-01-31 17:00:00
1237,1505422,84,2015-02-19 06:00:00
1244,3001081,85,2015-01-01 19:00:00
1245,2299972,85,2015-02-01 11:00:00
1246,2900024,85,2015-02-09 01:00:00
1247,267052,85,2015-03-11 12:00:00
1252,465767,86,2015-01-01 09:00:00
1253,581503,86,2015-02-01 01:00:00
1254,3290220,86,2015-02-14 09:00:00
1270,838910,87,2015-01-01 17:00:00
1271,1881440,87,2015-02-01 05:00:00
1272,2884724,87,2015-03-04 00:00:00
1298,1895573,88,2015-01-01 15:00:00
1299,1506478,88,2015-01-12 06:00:00
1300,1963964,88,2015-02-11 22:00:00
1301,2760558,88,2015-02-28 06:00:00
1306,2523132,89,2015-01-01 08:00:00
1307,1791727,89,2015-01-12 01:00:00
1308,148717,89,2015-01-27 19:00:00
1309,3059813,89,2015-02-04 09:00:00
1310,91180,89,2015-02-10 21:00:00
1311,2149569,89,2015-03-01 13:00:00
1327,1866941,90,2015-01-01 14:00:00
1328,1743175,90,2015-01-04 23:00:00
1329,3224951,90,2015-01-07 14:00:00
1330,1053617,90,2015-01-10 03:00:00
1331,400661,90,2015-01-16 10:00:00
1332,461860,90,2015-01-18 03:00:00
1333,1937891,90,2015-01-22 18:00:00
1334,2819075,90,2015-01-24 09:00:00
1335,799775,90,2015-01-27 00:00:00
1336,1569984,90,2015-02-01 09:00:00
1337,733734,90,2015-02-03 23:00:00
1338,2592421,90,2015-02-08 11:00:00
1339,2317676,90,2015-02-12 02:00:00
1340,2813332,90,2015-02-16 15:00:00
1341,1010419,90,2015-02-20 06:00:00
1342,66340,90,2015-02-25 18:00:00
1343,3223508,90,2015-02-28 09:00:00
1344,1097156,90,2015-03-04 22:00:00
1345,1816203,90,2015-03-08 07:00:00
1346,2101063,90,2015-03-12 17:00:00
1399,1444198,91,2015-01-01 14:00:00
1400,3235428,91,2015-01-04 23:00:00
1401,1454750,91,2015-01-09 19:00:00
1402,829855,91,2015-01-23 03:00:00
1403,1066317,91,2015-02-01 23:00:00
1404,2102793,91,2015-02-06 14:00:00
1405,3215897,91,2015-02-17 02:00:00
1406,1835285,91,2015-02-22 16:00:00
1407,954107,91,2015-03-02 06:00:00
1408,3395314,91,2015-03-13 19:00:00
1415,2059881,92,2015-01-01 12:00:00
1416,2632124,92,2015-01-18 23:00:00
1417,2999662,92,2015-02-18 14:00:00
1418,266804,92,2015-03-13 03:00:00
1421,2319586,93,2015-01-01 08:00:00
1422,1144929,93,2015-01-31 17:00:00
1423,2482337,93,2015-03-03 08:00:00
1424,1154181,93,2015-03-04 17:00:00
1425,983132,93,2015-03-11 02:00:00
1426,2852868,93,2015-03-11 11:00:00
1427,1684010,93,2015-03-13 00:00:00
1428,3387942,93,2015-03-14 11:00:00
1436,1836789,94,2015-01-01 16:00:00
1437,3274946,94,2015-01-15 11:00:00
1438,2758592,94,2015-02-15 02:00:00
1439,1462074,94,2015-02-24 20:00:00
1446,1177946,95,2015-01-01 12:00:00
1447,624228,95,2015-01-10 23:00:00
1448,153527,95,2015-02-10 12:00:00
1449,3330998,95,2015-03-02 02:00:00
1455,2242366,96,2015-01-01 12:00:00
1456,2552220,96,2015-01-09 22:00:00
1457,927478,96,2015-01-16 14:00:00
1458,1997812,96,2015-01-28 00:00:00
1459,1035645,96,2015-02-06 11:00:00
1460,1456739,96,2015-02-19 02:00:00
1461,2647486,96,2015-03-11 00:00:00
1472,1935233,97,2015-01-01 15:00:00
1473,1623811,97,2015-02-01 03:00:00
1474,3180316,97,2015-03-03 13:00:00
1478,3131227,98,2015-01-01 14:00:00
1479,3031033,98,2015-01-26 11:00:00
1480,2126069,98,2015-02-20 20:00:00
1481,3027046,98,2015-03-04 03:00:00
1493,2736359,99,2015-01-01 15:00:00
1494,465262,99,2015-01-16 04:00:00
1495,2872285,99,2015-02-09 21:00:00
1496,828701,99,2015-03-05 10:00:00
1512,680467,100,2015-01-01 18:00:00
1513,3159209,100,2015-01-20 09:00:00
1514,2443738,100,2015-02-20 02:00:00
1518,185725,101,2015-01-01 11:00:00
1519,1521207,101,2015-01-26 05:00:00
1520,1510452,101,2015-02-02 23:00:00
1521,2056313,101,2015-02-10 18:00:00
1522,1922942,101,2015-03-04 11:00:00
1539,629426,102,2015-01-01 11:00:00
1540,3404327,102,2015-01-26 10:00:00
1541,3368457,102,2015-02-26 03:00:00
1546,1445214,103,2015-01-01 17:00:00
1547,1810651,103,2015-01-10 10:00:00
1548,3188716,103,2015-01-14 02:00:00
1549,1278694,103,2015-01-21 21:00:00
1550,2542484,103,2015-02-01 18:00:00
1551,1675251,103,2015-02-17 09:00:00
1552,2056025,103,2015-02-25 23:00:00
1553,801004,103,2015-03-03 15:00:00
1564,3268912,104,2015-01-01 15:00:00
1565,2731714,104,2015-01-31 00:00:00
1566,2461628,104,2015-02-21 09:00:00
1570,2486885,105,2015-01-01 15:00:00
1571,226377,105,2015-01-31 21:00:00
1572,930259,105,2015-02-13 13:00:00
1573,1910840,105,2015-02-20 22:00:00
1574,1731500,105,2015-03-05 09:00:00
1578,777370,106,2015-01-01 12:00:00
1579,891339,106,2015-01-10 01:00:00
1580,355095,106,2015-01-22 19:00:00
1581,2549875,106,2015-01-31 08:00:00
1582,1085890,107,2015-01-01 20:00:00
1583,640790,107,2015-02-01 14:00:00
1584,2258996,107,2015-02-06 05:00:00
1585,2100808,107,2015-02-24 04:00:00
1586,621852,107,2015-03-06 22:00:00
1598,2313085,108,2015-01-01 13:00:00
1599,2393725,108,2015-01-02 02:00:00
1600,3074448,108,2015-01-17 20:00:00
1601,2137209,108,2015-02-17 07:00:00
1606,1656765,109,2015-01-01 13:00:00
1607,304607,109,2015-02-01 01:00:00
1608,1403849,109,2015-02-10 18:00:00
1609,659764,109,2015-03-02 23:00:00
1613,664643,110,2015-01-01 08:00:00
1614,1845708,110,2015-01-07 18:00:00
1615,38772,110,2015-02-07 14:00:00
1616,828368,110,2015-03-09 23:00:00
1634,1120443,111,2015-01-01 08:00:00
1635,2301655,111,2015-01-01 17:00:00
1636,1619720,111,2015-02-01 08:00:00
1637,278813,111,2015-02-28 21:00:00
1642,631537,112,2015-01-01 11:00:00
1643,3386821,112,2015-01-18 01:00:00
1644,1288160,112,2015-02-02 19:00:00
1645,1191488,112,2015-02-17 10:00:00
1646,182753,112,2015-02-27 03:00:00
1647,639038,112,2015-03-02 20:00:00
1648,1703258,112,2015-03-08 06:00:00
1649,2036112,112,2015-03-11 19:00:00
1669,2438150,113,2015-01-01 10:00:00
1670,77613,113,2015-01-09 08:00:00
1671,1604284,113,2015-01-19 01:00:00
1672,780226,113,2015-02-01 14:00:00
1673,1197224,113,2015-02-24 12:00:00
1675,2880454,114,2015-01-01 15:00:00
1676,977610,114,2015-01-07 23:00:00
1677,62381,114,2015-01-15 11:00:00
1678,1798152,114,2015-01-27 21:00:00
1679,2759030,114,2015-01-30 07:00:00
1680,814015,115,2015-01-01 17:00:00
1681,3253442,115,2015-01-29 10:00:00
1682,351263,115,2015-02-20 22:00:00
1683,2895282,115,2015-03-06 15:00:00
1693,3370391,116,2015-01-01 05:00:00
1694,1115121,116,2015-01-15 22:00:00
1695,1221109,116,2015-02-10 14:00:00
1696,1765618,116,2015-02-19 20:00:00
1697,3307561,116,2015-03-05 13:00:00
1700,2289023,117,2015-01-01 17:00:00
1701,3372845,117,2015-02-01 05:00:00
1702,1596327,117,2015-03-03 11:00:00
1712,1823310,118,2015-01-01 09:00:00
1713,739071,118,2015-01-03 19:00:00
1714,2874790,118,2015-01-09 04:00:00
1715,2382142,118,2015-01-16 12:00:00
1716,19682,118,2015-02-06 19:00:00
1717,3181671,118,2015-03-07 04:00:00
1718,1070257,118,2015-03-14 12:00:00
1740,2268469,119,2015-01-01 13:00:00
1741,123124,119,2015-01-09 23:00:00
